date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,daily_demand,average_daily_demand,inventory_coverage_days,lead_time_demand,below_reorder_point,stockout_flag,lead_time_risk,risk_category
2025-03-15,SKU001,0.0,110,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-16,SKU001,0.0,128,6.0,255,45.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-17,SKU001,0.0,128,6.0,255,42.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-18,SKU001,126.0,0,6.0,255,34.0,58.959706959706956,2.1370526838966204,353.75824175824175,True,False,True,High
2025-03-19,SKU001,80.0,37,6.0,255,46.0,58.959706959706956,1.3568588469184892,353.75824175824175,True,False,True,High
2025-03-20,SKU001,21.0,50,6.0,255,59.0,58.959706959706956,0.3561754473161034,353.75824175824175,True,False,True,High
2025-03-21,SKU001,0.0,98,6.0,255,73.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-22,SKU001,0.0,106,6.0,255,80.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-23,SKU001,0.0,59,6.0,255,81.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-24,SKU001,23.0,0,6.0,255,52.0,58.959706959706956,0.39009691848906564,353.75824175824175,True,False,True,High
2025-03-25,SKU001,0.0,51,6.0,255,53.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-26,SKU001,0.0,116,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-27,SKU001,0.0,105,6.0,255,54.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-28,SKU001,0.0,141,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-29,SKU001,0.0,131,6.0,255,64.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-03-30,SKU001,23.0,0,6.0,255,47.0,58.959706959706956,0.39009691848906564,353.75824175824175,True,False,True,High
2025-03-31,SKU001,0.0,153,6.0,255,44.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-01,SKU001,0.0,50,6.0,255,59.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-02,SKU001,0.0,131,6.0,255,71.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-03,SKU001,0.0,129,6.0,255,38.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-04,SKU001,0.0,64,6.0,255,60.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-05,SKU001,0.0,57,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-06,SKU001,5.0,0,6.0,255,37.0,58.959706959706956,0.08480367793240558,353.75824175824175,True,False,True,High
2025-04-07,SKU001,0.0,129,6.0,255,57.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-08,SKU001,0.0,86,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-09,SKU001,0.0,193,6.0,255,35.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-10,SKU001,0.0,132,6.0,255,42.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-11,SKU001,0.0,25,6.0,255,48.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-12,SKU001,21.0,0,6.0,255,66.0,58.959706959706956,0.3561754473161034,353.75824175824175,True,False,True,High
2025-04-13,SKU001,0.0,26,6.0,255,57.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-14,SKU001,0.0,130,6.0,255,46.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-15,SKU001,0.0,180,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-16,SKU001,0.0,150,6.0,255,50.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-17,SKU001,0.0,69,6.0,255,55.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-18,SKU001,2.0,0,6.0,255,52.0,58.959706959706956,0.03392147117296223,353.75824175824175,True,False,True,High
2025-04-19,SKU001,0.0,173,6.0,255,40.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-20,SKU001,0.0,44,6.0,255,37.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-21,SKU001,0.0,144,6.0,255,54.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-22,SKU001,0.0,65,6.0,255,66.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-23,SKU001,0.0,75,6.0,255,48.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-24,SKU001,0.0,0,6.0,255,72.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-25,SKU001,0.0,53,6.0,255,45.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-26,SKU001,0.0,30,6.0,255,63.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-27,SKU001,0.0,112,6.0,255,42.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-28,SKU001,0.0,100,6.0,255,33.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-29,SKU001,0.0,114,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-04-30,SKU001,0.0,0,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-01,SKU001,0.0,161,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-02,SKU001,0.0,45,6.0,255,71.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-03,SKU001,0.0,165,6.0,255,49.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-04,SKU001,0.0,78,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-05,SKU001,0.0,99,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-06,SKU001,99.0,0,6.0,255,36.0,58.959706959706956,1.6791128230616303,353.75824175824175,True,False,True,High
2025-05-07,SKU001,49.0,127,6.0,255,50.0,58.959706959706956,0.8310760437375746,353.75824175824175,True,False,True,High
2025-05-08,SKU001,0.0,120,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-09,SKU001,0.0,92,6.0,255,61.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-10,SKU001,0.0,105,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-11,SKU001,0.0,35,6.0,255,37.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-12,SKU001,12.0,0,6.0,255,39.0,58.959706959706956,0.20352882703777336,353.75824175824175,True,False,True,High
2025-05-13,SKU001,0.0,148,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-14,SKU001,0.0,138,6.0,255,41.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-15,SKU001,0.0,81,6.0,255,41.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-16,SKU001,0.0,158,6.0,255,49.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-17,SKU001,0.0,161,6.0,255,62.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-18,SKU001,64.0,0,6.0,255,49.0,58.959706959706956,1.0854870775347913,353.75824175824175,True,False,True,High
2025-05-19,SKU001,18.0,190,6.0,255,46.0,58.959706959706956,0.3052932405566601,353.75824175824175,True,False,True,High
2025-05-20,SKU001,0.0,69,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-21,SKU001,0.0,74,6.0,255,48.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-22,SKU001,0.0,25,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-23,SKU001,0.0,49,6.0,255,53.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-24,SKU001,111.0,0,6.0,255,52.0,58.959706959706956,1.8826416500994037,353.75824175824175,True,False,True,High
2025-05-25,SKU001,64.0,131,6.0,255,47.0,58.959706959706956,1.0854870775347913,353.75824175824175,True,False,True,High
2025-05-26,SKU001,19.0,56,6.0,255,45.0,58.959706959706956,0.32225397614314116,353.75824175824175,True,False,True,High
2025-05-27,SKU001,0.0,139,6.0,255,60.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-28,SKU001,0.0,52,6.0,255,45.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-29,SKU001,0.0,93,6.0,255,48.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-05-30,SKU001,140.0,0,6.0,255,53.0,58.959706959706956,2.374502982107356,353.75824175824175,True,False,True,High
2025-05-31,SKU001,91.0,77,6.0,255,49.0,58.959706959706956,1.5434269383697814,353.75824175824175,True,False,True,High
2025-06-01,SKU001,25.0,139,6.0,255,66.0,58.959706959706956,0.4240183896620279,353.75824175824175,True,False,True,High
2025-06-02,SKU001,0.0,25,6.0,255,49.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-03,SKU001,0.0,75,6.0,255,49.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-04,SKU001,0.0,76,6.0,255,46.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-05,SKU001,0.0,166,6.0,255,53.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-06,SKU001,0.0,0,6.0,255,80.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-07,SKU001,0.0,78,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-08,SKU001,0.0,51,6.0,255,52.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-09,SKU001,0.0,105,6.0,255,49.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-10,SKU001,0.0,70,6.0,255,78.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-11,SKU001,0.0,54,6.0,255,81.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-12,SKU001,40.0,0,6.0,255,57.0,58.959706959706956,0.6784294234592446,353.75824175824175,True,False,True,High
2025-06-13,SKU001,0.0,104,6.0,255,86.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-14,SKU001,0.0,76,6.0,255,63.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-15,SKU001,0.0,188,6.0,255,65.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-16,SKU001,0.0,48,6.0,255,70.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-17,SKU001,0.0,145,6.0,255,68.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-18,SKU001,40.0,0,6.0,255,73.0,58.959706959706956,0.6784294234592446,353.75824175824175,True,False,True,High
2025-06-19,SKU001,0.0,89,6.0,255,59.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-20,SKU001,0.0,138,6.0,255,77.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-21,SKU001,0.0,50,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-22,SKU001,0.0,182,6.0,255,38.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-23,SKU001,0.0,165,6.0,255,55.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-24,SKU001,80.0,0,6.0,255,70.0,58.959706959706956,1.3568588469184892,353.75824175824175,True,False,True,High
2025-06-25,SKU001,20.0,186,6.0,255,60.0,58.959706959706956,0.3392147117296223,353.75824175824175,True,False,True,High
2025-06-26,SKU001,0.0,183,6.0,255,62.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-27,SKU001,0.0,58,6.0,255,74.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-28,SKU001,0.0,174,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-29,SKU001,0.0,158,6.0,255,55.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-06-30,SKU001,35.0,0,6.0,255,62.0,58.959706959706956,0.593625745526839,353.75824175824175,True,False,True,High
2025-07-01,SKU001,0.0,114,6.0,255,62.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-02,SKU001,0.0,119,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-03,SKU001,0.0,112,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-04,SKU001,0.0,96,6.0,255,71.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-05,SKU001,0.0,129,6.0,255,73.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-06,SKU001,116.0,0,6.0,255,48.0,58.959706959706956,1.9674453280318092,353.75824175824175,True,False,True,High
2025-07-07,SKU001,66.0,186,6.0,255,50.0,58.959706959706956,1.1194085487077536,353.75824175824175,True,False,True,High
2025-07-08,SKU001,6.0,137,6.0,255,60.0,58.959706959706956,0.10176441351888668,353.75824175824175,True,False,True,High
2025-07-09,SKU001,0.0,184,6.0,255,56.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-10,SKU001,0.0,187,6.0,255,54.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-11,SKU001,0.0,134,6.0,255,53.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-12,SKU001,24.0,0,6.0,255,76.0,58.959706959706956,0.4070576540755467,353.75824175824175,True,False,True,High
2025-07-13,SKU001,0.0,112,6.0,255,51.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-14,SKU001,0.0,177,6.0,255,45.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-15,SKU001,0.0,45,6.0,255,85.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-16,SKU001,0.0,150,6.0,255,53.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-17,SKU001,0.0,184,6.0,255,68.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-18,SKU001,91.0,0,6.0,255,55.0,58.959706959706956,1.5434269383697814,353.75824175824175,True,False,True,High
2025-07-19,SKU001,9.0,185,6.0,255,82.0,58.959706959706956,0.15264662027833004,353.75824175824175,True,False,True,High
2025-07-20,SKU001,0.0,146,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-21,SKU001,0.0,191,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-22,SKU001,0.0,187,6.0,255,59.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-23,SKU001,0.0,130,6.0,255,56.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-24,SKU001,66.0,0,6.0,255,60.0,58.959706959706956,1.1194085487077536,353.75824175824175,True,False,True,High
2025-07-25,SKU001,20.0,176,6.0,255,46.0,58.959706959706956,0.3392147117296223,353.75824175824175,True,False,True,High
2025-07-26,SKU001,0.0,155,6.0,255,94.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-27,SKU001,0.0,125,6.0,255,47.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-28,SKU001,0.0,145,6.0,255,64.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-29,SKU001,0.0,36,6.0,255,48.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-07-30,SKU001,129.0,0,6.0,255,57.0,58.959706959706956,2.187934890656064,353.75824175824175,True,False,True,High
2025-07-31,SKU001,72.0,96,6.0,255,57.0,58.959706959706956,1.2211729622266403,353.75824175824175,True,False,True,High
2025-08-01,SKU001,5.0,39,6.0,255,67.0,58.959706959706956,0.08480367793240558,353.75824175824175,True,False,True,High
2025-08-02,SKU001,0.0,88,6.0,255,66.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-03,SKU001,0.0,111,6.0,255,58.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-04,SKU001,0.0,193,6.0,255,41.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-05,SKU001,0.0,126,6.0,255,61.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-06,SKU001,0.0,0,6.0,255,59.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-07,SKU001,0.0,36,6.0,255,68.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-08,SKU001,0.0,93,6.0,255,52.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-09,SKU001,0.0,170,6.0,255,72.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-10,SKU001,0.0,85,6.0,255,43.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-11,SKU001,0.0,191,6.0,255,52.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-12,SKU001,0.0,0,6.0,255,44.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-13,SKU001,0.0,117,6.0,255,69.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-14,SKU001,0.0,190,6.0,255,59.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-15,SKU001,0.0,106,6.0,255,101.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-16,SKU001,0.0,110,6.0,255,70.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-17,SKU001,0.0,78,6.0,255,64.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-18,SKU001,118.0,0,6.0,255,42.0,58.959706959706956,2.0013667992047717,353.75824175824175,True,False,True,High
2025-08-19,SKU001,64.0,182,6.0,255,54.0,58.959706959706956,1.0854870775347913,353.75824175824175,True,False,True,High
2025-08-20,SKU001,0.0,96,6.0,255,82.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-21,SKU001,0.0,179,6.0,255,54.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-22,SKU001,0.0,47,6.0,255,86.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
2025-08-23,SKU001,0.0,138,6.0,255,38.0,58.959706959706956,0.0,353.75824175824175,True,True,True,Critical
