date,sku_id,units_sold,revenue,price,promo_flag
2025-07-15,SKU001,85.0,402073.8,4730.28,0
2025-07-16,SKU001,53.0,250704.84,4730.28,0
2025-07-17,SKU001,68.0,321659.04,4730.28,0
2025-07-18,SKU001,55.0,260165.4,4730.28,0
2025-07-19,SKU001,82.0,387882.96,4730.28,0
2025-07-20,SKU001,58.0,274356.24,4730.28,0
2025-07-21,SKU001,69.0,326389.32,4730.28,0
2025-07-22,SKU001,,279086.52,4730.28,0
2025-07-23,SKU001,56.0,264895.68,4730.28,0
2025-07-24,SKU001,60.0,283816.8,4730.28,0
2025-07-25,SKU001,46.0,217592.88,4730.28,0
2025-07-26,SKU001,94.0,444646.32,4730.28,0
2025-07-27,SKU001,47.0,222323.16,4730.28,0
2025-07-28,SKU001,64.0,302737.92,4730.28,0
2025-07-29,SKU001,48.0,227053.44,4730.28,0
2025-07-30,SKU001,57.0,269625.96,4730.28,0
2025-07-31,SKU001,57.0,269625.96,4730.28,0
2025-08-01,SKU001,67.0,316928.76,4730.28,0
2025-08-02,SKU001,66.0,312198.48,4730.28,0
2025-08-03,SKU001,58.0,274356.24,4730.28,0
2025-08-04,SKU001,41.0,193941.48,4730.28,0
2025-08-05,SKU001,61.0,288547.08,4730.28,0
2025-08-06,SKU001,59.0,279086.52,4730.28,0
2025-08-07,SKU001,68.0,321659.04,4730.28,0
2025-08-08,SKU001,52.0,245974.56,4730.28,0
2025-08-09,SKU001,72.0,340580.16,4730.28,0
2025-08-10,SKU001,43.0,203402.04,4730.28,0
2025-08-11,SKU001,52.0,245974.56,4730.28,0
2025-08-12,SKU001,44.0,208132.32,4730.28,0
2025-08-13,SKU001,69.0,326389.32,4730.28,0
2025-08-14,SKU001,59.0,279086.52,4730.28,0
2025-08-15,SKU001,101.0,477758.28,4730.28,0
2025-08-16,SKU001,70.0,331119.6,4730.28,0
2025-08-17,SKU001,64.0,302737.92,4730.28,0
2025-08-18,SKU001,42.0,198671.76,4730.28,0
2025-08-19,SKU001,54.0,255435.12,4730.28,0
2025-08-20,SKU001,82.0,387882.96,4730.28,0
2025-08-21,SKU001,54.0,255435.12,4730.28,0
2025-08-22,SKU001,86.0,406804.08,4730.28,0
2025-08-23,SKU001,38.0,179750.64,4730.28,0
2025-08-24,SKU001,46.0,217592.88,4730.28,0
2025-08-25,SKU001,42.0,198671.76,4730.28,0
2025-08-26,SKU001,46.0,217592.88,4730.28,0
2025-08-27,SKU001,57.0,269625.96,4730.28,0
2025-08-28,SKU001,81.0,383152.68,4730.28,0
2025-08-29,SKU001,55.0,260165.4,4730.28,0
2025-08-30,SKU001,65.0,307468.2,4730.28,0
2025-08-31,SKU001,58.0,274356.24,4730.28,0
2025-09-01,SKU001,51.0,241244.28,4730.28,0
2025-09-02,SKU001,45.0,212862.6,4730.28,0
2025-09-03,SKU001,61.0,288547.08,4730.28,0
2025-09-04,SKU001,47.0,222323.16,4730.28,0
2025-09-05,SKU001,60.0,283816.8,4730.28,0
2025-09-06,SKU001,48.0,227053.44,4730.28,0
2025-09-07,SKU001,63.0,298007.64,4730.28,0
2025-09-08,SKU001,36.0,170290.08,4730.28,0
2025-09-09,SKU001,43.0,203402.04,4730.28,0
2025-09-10,SKU001,44.0,208132.32,4730.28,0
2025-09-11,SKU001,28.0,132447.84,4730.28,0
2025-09-12,SKU001,49.0,231783.72,4730.28,0
2025-09-13,SKU001,67.0,316928.76,4730.28,0
2025-09-14,SKU001,62.0,293277.36,4730.28,0
2025-09-15,SKU001,49.0,231783.72,4730.28,0
2025-09-16,SKU001,42.0,198671.76,4730.28,0
2025-09-17,SKU001,48.0,227053.44,4730.28,0
2025-09-18,SKU001,55.0,260165.4,4730.28,0
2025-09-19,SKU001,51.0,241244.28,4730.28,0
2025-09-20,SKU001,62.0,293277.36,4730.28,0
2025-09-21,SKU001,49.0,231783.72,4730.28,0
2025-09-22,SKU001,47.0,222323.16,4730.28,0
2025-09-23,SKU001,36.0,170290.08,4730.28,0
2025-09-24,SKU001,49.0,231783.72,4730.28,0
2025-09-25,SKU001,42.0,198671.76,4730.28,0
2025-09-26,SKU001,70.0,331119.6,4730.28,0
2025-09-27,SKU001,51.0,241244.28,4730.28,0
2025-09-28,SKU001,43.0,203402.04,4730.28,0
2025-09-29,SKU001,31.0,146638.68,4730.28,0
2025-09-30,SKU001,40.0,189211.2,4730.28,0
2025-10-01,SKU001,60.0,261111.46,4730.28,1
2025-10-02,SKU001,101.0,439537.62,4730.28,1
2025-10-03,SKU001,76.0,330741.18,4730.28,1
2025-10-04,SKU001,94.0,409074.61,4730.28,1
2025-10-05,SKU001,56.0,243704.03,4730.28,1
2025-10-06,SKU001,68.0,295926.32,4730.28,1
2025-10-07,SKU001,54.0,235000.31,4730.28,1
2025-10-08,SKU001,59.0,256759.6,4730.28,1
2025-10-09,SKU001,71.0,308981.89,4730.28,1
2025-10-10,SKU001,61.0,265463.31,4730.28,1
2025-10-11,SKU001,62.0,293277.36,4730.28,0
2025-10-12,SKU001,63.0,298007.64,4730.28,0
2025-10-13,SKU001,50.0,236514.0,4730.28,0
2025-10-14,SKU001,51.0,241244.28,4730.28,0
2025-10-15,SKU001,70.0,331119.6,4730.28,0
2025-10-16,SKU001,54.0,255435.12,4730.28,0
2025-10-17,SKU001,73.0,345310.44,4730.28,0
2025-10-18,SKU001,52.0,245974.56,4730.28,0
2025-10-19,SKU001,55.0,260165.4,4730.28,0
2025-10-20,SKU001,54.0,255435.12,4730.28,0
2025-10-21,SKU001,46.0,217592.88,4730.28,0
2025-10-22,SKU001,57.0,269625.96,4730.28,0
2025-10-23,SKU001,49.0,231783.72,4730.28,0
2025-10-24,SKU001,66.0,312198.48,4730.28,0
2025-10-25,SKU001,71.0,335849.88,4730.28,0
2025-10-26,SKU001,38.0,179750.64,4730.28,0
2025-10-27,SKU001,50.0,236514.0,4730.28,0
2025-10-28,SKU001,52.0,245974.56,4730.28,0
2025-10-29,SKU001,43.0,203402.04,4730.28,0
2025-10-30,SKU001,65.0,307468.2,4730.28,0
2025-10-31,SKU001,69.0,326389.32,4730.28,0
2025-11-01,SKU001,71.0,335849.88,4730.28,0
2025-11-02,SKU001,43.0,203402.04,4730.28,0
2025-11-03,SKU001,35.0,165559.8,4730.28,0
2025-11-04,SKU001,56.0,264895.68,4730.28,0
2025-11-05,SKU001,69.0,326389.32,4730.28,0
2025-11-06,SKU001,41.0,193941.48,4730.28,0
2025-11-07,SKU001,70.0,331119.6,4730.28,0
2025-11-08,SKU001,51.0,241244.28,4730.28,0
2025-11-09,SKU001,43.0,203402.04,4730.28,0
2025-11-10,SKU001,38.0,179750.64,4730.28,0
2025-11-11,SKU001,57.0,269625.96,4730.28,0
2025-11-12,SKU001,46.0,217592.88,4730.28,0
2025-11-13,SKU001,40.0,189211.2,4730.28,0
2025-11-14,SKU001,50.0,236514.0,4730.28,0
2025-11-15,SKU001,78.0,368961.84,4730.28,0
2025-11-16,SKU001,41.0,193941.48,4730.28,0
2025-11-17,SKU001,57.0,269625.96,4730.28,0
2025-11-18,SKU001,64.0,302737.92,4730.28,0
2025-11-19,SKU001,45.0,212862.6,4730.28,0
2025-11-20,SKU001,68.0,295926.32,4730.28,1
2025-11-21,SKU001,83.0,361204.18,4730.28,1
2025-11-22,SKU001,81.0,352500.47,4730.28,1
2025-11-23,SKU001,70.0,304630.03,4730.28,1
2025-11-24,SKU001,65.0,282870.74,4730.28,1
2025-11-25,SKU001,65.0,282870.74,4730.28,1
2025-11-26,SKU001,52.0,226296.6,4730.28,1
2025-11-27,SKU001,74.0,322037.46,4730.28,1
2025-11-28,SKU001,72.0,313333.75,4730.28,1
2025-11-29,SKU001,69.0,300278.17,4730.28,1
2025-11-30,SKU001,75.0,326389.32,4730.28,1
2025-12-01,SKU001,51.0,241244.28,4730.28,0
2025-12-02,SKU001,83.0,392613.24,4730.28,0
2025-12-03,SKU001,75.0,354771.0,4730.28,0
2025-12-04,SKU001,52.0,245974.56,4730.28,0
2025-12-05,SKU001,67.0,316928.76,4730.28,0
2025-12-06,SKU001,58.0,274356.24,4730.28,0
2025-12-07,SKU001,45.0,212862.6,4730.28,0
2025-12-08,SKU001,43.0,203402.04,4730.28,0
2025-12-09,SKU001,63.0,298007.64,4730.28,0
2025-12-10,SKU001,53.0,250704.84,4730.28,0
2025-12-11,SKU001,55.0,260165.4,4730.28,0
2025-12-12,SKU001,65.0,307468.2,4730.28,0
2025-12-13,SKU001,74.0,350040.72,4730.28,0
2025-12-14,SKU001,64.0,302737.92,4730.28,0
2025-12-15,SKU001,70.0,304630.03,4730.28,1
2025-12-16,SKU001,83.0,361204.18,4730.28,1
2025-12-17,SKU001,87.0,378611.61,4730.28,1
2025-12-18,SKU001,66.0,287222.6,4730.28,1
2025-12-19,SKU001,102.0,443889.48,4730.28,1
2025-12-20,SKU001,102.0,443889.48,4730.28,1
2025-12-21,SKU001,71.0,308981.89,4730.28,1
2025-12-22,SKU001,58.0,252407.74,4730.28,1
2025-12-23,SKU001,77.0,335093.04,4730.28,1
2025-12-24,SKU001,68.0,295926.32,4730.28,1
2025-12-25,SKU001,115.0,500463.62,4730.28,1
2025-12-26,SKU001,124.0,539630.34,4730.28,1
2025-12-27,SKU001,82.0,356852.32,4730.28,1
2025-12-28,SKU001,64.0,278518.89,4730.28,1
2025-12-29,SKU001,62.0,269815.17,4730.28,1
2025-12-30,SKU001,87.0,378611.61,4730.28,1
2025-12-31,SKU001,87.0,378611.61,4730.28,1
2026-01-01,SKU001,65.0,307468.2,4730.28,0
2026-01-02,SKU001,59.0,279086.52,4730.28,0
2026-01-03,SKU001,84.0,397343.52,4730.28,0
2026-01-04,SKU001,70.0,331119.6,4730.28,0
2026-01-05,SKU001,41.0,193941.48,4730.28,0
2026-01-06,SKU001,49.0,231783.72,4730.28,0
2026-01-07,SKU001,65.0,307468.2,4730.28,0
2026-01-08,SKU001,61.0,288547.08,4730.28,0
2026-01-09,SKU001,50.0,236514.0,4730.28,0
2026-01-10,SKU001,72.0,340580.16,4730.28,0
2026-01-11,SKU001,51.0,241244.28,4730.28,0
2026-01-12,SKU001,43.0,203402.04,4730.28,0
2026-01-13,SKU001,47.0,222323.16,4730.28,0
2026-01-14,SKU001,60.0,283816.8,4730.28,0
2026-01-15,SKU001,52.0,245974.56,4730.28,0
2026-01-16,SKU001,75.0,354771.0,4730.28,0
2026-01-17,SKU001,68.0,321659.04,4730.28,0
2026-01-18,SKU001,61.0,288547.08,4730.28,0
2026-01-19,SKU001,52.0,245974.56,4730.28,0
2026-01-20,SKU001,48.0,227053.44,4730.28,0
2026-01-21,SKU001,78.0,368961.84,4730.28,0
2026-01-22,SKU001,55.0,260165.4,4730.28,0
2026-01-23,SKU001,68.0,321659.04,4730.28,0
2026-01-24,SKU001,71.0,335849.88,4730.28,0
2026-01-25,SKU001,50.0,236514.0,4730.28,0
2026-01-26,SKU001,54.0,255435.12,4730.28,0
2026-01-27,SKU001,61.0,288547.08,4730.28,0
2026-01-28,SKU001,63.0,298007.64,4730.28,0
2026-01-29,SKU001,55.0,260165.4,4730.28,0
2026-01-30,SKU001,62.0,293277.36,4730.28,0
2026-01-31,SKU001,64.0,302737.92,4730.28,0
2026-02-01,SKU001,62.0,293277.36,4730.28,0
2026-02-02,SKU001,66.0,312198.48,4730.28,0
2026-02-03,SKU001,64.0,302737.92,4730.28,0
2026-02-04,SKU001,39.0,184480.92,4730.28,0
2026-02-05,SKU001,63.0,298007.64,4730.28,0
2026-02-06,SKU001,61.0,288547.08,4730.28,0
2026-02-07,SKU001,82.0,387882.96,4730.28,0
2026-02-08,SKU001,64.0,302737.92,4730.28,0
2026-02-09,SKU001,46.0,217592.88,4730.28,0
2026-02-10,SKU001,56.0,264895.68,4730.28,0
2026-02-11,SKU001,72.0,340580.16,4730.28,0
2026-02-12,SKU001,57.0,269625.96,4730.28,0
2026-02-13,SKU001,67.0,316928.76,4730.28,0
2026-02-14,SKU001,70.0,331119.6,4730.28,0
2026-02-15,SKU001,58.0,274356.24,4730.28,0
2026-02-16,SKU001,50.0,236514.0,4730.28,0
2026-02-17,SKU001,70.0,331119.6,4730.28,0
2026-02-18,SKU001,73.0,345310.44,4730.28,0
2026-02-19,SKU001,57.0,269625.96,4730.28,0
2026-02-20,SKU001,79.0,373692.12,4730.28,0
2026-02-21,SKU001,78.0,368961.84,4730.28,0
2026-02-22,SKU001,84.0,397343.52,4730.28,0
2026-02-23,SKU001,40.0,189211.2,4730.28,0
2026-02-24,SKU001,42.0,198671.76,4730.28,0
2026-02-25,SKU001,67.0,316928.76,4730.28,0
2026-02-26,SKU001,71.0,335849.88,4730.28,0
2026-02-27,SKU001,49.0,231783.72,4730.28,0
2026-02-28,SKU001,59.0,279086.52,4730.28,0
2026-03-01,SKU001,33.0,156099.24,4730.28,0
2026-03-02,SKU001,55.0,260165.4,4730.28,0
2026-03-03,SKU001,54.0,255435.12,4730.28,0
2026-03-04,SKU001,59.0,279086.52,4730.28,0
2026-03-05,SKU001,57.0,269625.96,,0
2026-03-06,SKU001,53.0,250704.84,4730.28,0
2026-03-07,SKU001,54.0,255435.12,4730.28,0
2026-03-08,SKU001,46.0,217592.88,4730.28,0
2026-03-09,SKU001,63.0,298007.64,4730.28,0
2026-03-10,SKU001,62.0,293277.36,4730.28,0
2026-03-11,SKU001,49.0,231783.72,4730.28,0
2026-03-12,SKU001,47.0,222323.16,4730.28,0
2026-03-13,SKU001,77.0,364231.56,4730.28,0
2026-03-14,SKU001,73.0,345310.44,4730.28,0
2026-03-15,SKU001,64.0,278518.89,4730.28,1
2026-03-16,SKU001,79.0,343796.75,4730.28,1
2026-03-17,SKU001,49.0,213241.02,4730.28,1
2026-03-18,SKU001,88.0,382963.47,4730.28,1
2026-03-19,SKU001,82.0,356852.32,4730.28,1
2026-03-20,SKU001,100.0,435185.76,4730.28,1
2026-03-21,SKU001,86.0,374259.75,4730.28,1
2026-03-22,SKU001,74.0,322037.46,4730.28,1
2026-03-23,SKU001,76.0,330741.18,4730.28,1
2026-03-24,SKU001,56.0,243704.03,4730.28,1
2026-03-25,SKU001,70.0,304630.03,4730.28,1
2026-03-26,SKU001,65.0,307468.2,4730.28,0
2026-03-27,SKU001,71.0,335849.88,4730.28,0
2026-03-28,SKU001,59.0,279086.52,4730.28,0
2026-03-29,SKU001,35.0,165559.8,4730.28,0
2026-03-30,SKU001,45.0,212862.6,4730.28,0
2026-03-31,SKU001,47.0,222323.16,4730.28,0
2026-04-01,SKU001,49.0,231783.72,4730.28,0
2026-04-02,SKU001,66.0,312198.48,4730.28,0
2026-04-03,SKU001,70.0,331119.6,4730.28,0
2026-04-04,SKU001,39.0,184480.92,4730.28,0
2026-04-05,SKU001,55.0,260165.4,4730.28,0
2026-04-06,SKU001,52.0,245974.56,4730.28,0
2026-04-07,SKU001,66.0,312198.48,4730.28,0
2026-04-08,SKU001,46.0,217592.88,4730.28,0
2026-04-09,SKU001,45.0,212862.6,4730.28,0
2026-04-10,SKU001,77.0,364231.56,4730.28,0
2026-04-11,SKU001,64.0,302737.92,4730.28,0
2026-04-12,SKU001,55.0,260165.4,4730.28,0
2026-04-13,SKU001,54.0,255435.12,4730.28,0
2026-04-14,SKU001,68.0,321659.04,4730.28,0
2026-04-15,SKU001,61.0,288547.08,4730.28,0
2026-04-16,SKU001,53.0,250704.84,4730.28,0
2026-04-17,SKU001,53.0,250704.84,4730.28,0
2026-04-18,SKU001,39.0,184480.92,4730.28,0
2026-04-19,SKU001,56.0,264895.68,4730.28,0
2026-04-20,SKU001,46.0,217592.88,4730.28,0
2026-04-21,SKU001,,227053.44,4730.28,0
2026-04-22,SKU001,75.0,354771.0,4730.28,0
2026-04-23,SKU001,50.0,236514.0,4730.28,0
2026-04-24,SKU001,58.0,274356.24,4730.28,0
2026-04-25,SKU001,64.0,302737.92,4730.28,0
2026-04-26,SKU001,60.0,283816.8,4730.28,0
2026-04-27,SKU001,51.0,241244.28,4730.28,0
2026-04-28,SKU001,47.0,222323.16,4730.28,0
2026-04-29,SKU001,58.0,274356.24,4730.28,0
2026-04-30,SKU001,50.0,236514.0,4730.28,0
2026-05-01,SKU001,59.0,279086.52,4730.28,0
2026-05-02,SKU001,81.0,383152.68,4730.28,0
2026-05-03,SKU001,58.0,274356.24,4730.28,0
2026-05-04,SKU001,69.0,326389.32,4730.28,0
2026-05-05,SKU001,63.0,298007.64,4730.28,0
2026-05-06,SKU001,65.0,307468.2,4730.28,0
2026-05-07,SKU001,70.0,331119.6,4730.28,0
2026-05-08,SKU001,42.0,198671.76,4730.28,0
2026-05-09,SKU001,83.0,392613.24,4730.28,0
2026-05-10,SKU001,42.0,198671.76,4730.28,0
2026-05-11,SKU001,49.0,231783.72,4730.28,0
2026-05-12,SKU001,54.0,255435.12,4730.28,0
2026-05-13,SKU001,55.0,260165.4,4730.28,0
